arrival_date,departure_date,location,transportation_modes,genre,hotel
10-12-1998,16-Oct-1998,"Rio de Janeiro - Brazil","car | bus | ferry | airplane | taxi",M,Wolff-Cartwright
05-30-1976,04-Jun-1976,"Beijing ; China","ferry - tram - car - motorcycle - caravan",F,Champlin-Kemmer
09-15-1993,20-Sep-1993,"Lagos | Nigeria","subway ; car ; bicycle ; train ; motorcycle",masc,"Bahringer LLC"
12-06-2010,16-Dec-2010,"Alexandria - Egypt","motorcycle | taxi | tram | bus | walk | airplane | car | boat",F,"Sporer Group"
01-02-1986,10-Jan-1986,"Ankara ; Turkey","horse ; train ; bicycle ; tram ; bus ; car ; airplane ; walk",masc,"Murray LLC"
07-14-1991,19-Jul-1991,"Alexandria | Egypt","taxi - boat - caravan - ferry - horse - walk",Masc,"Schaden LLC"
04-18-2018,23-Apr-2018,"Beijing | China","bus - horse - subway - taxi",Fem,"Funk, Morar and Rodriguez"
04-18-1982,24-Apr-1982,"Beijing - China","car ; tram ; ferry ; bicycle ; train ; boat ; horse",Masc,"Heaney Inc"
12-11-2008,17-Dec-2008,"Dhaka - Bangladesh","bus ; train ; boat ; walk",M,"Ledner LLC"
09-20-2008,30-Sep-2008,"Alexandria ; Egypt","caravan | taxi | boat | tram",F,"Feil LLC"
06-25-2008,05-Jul-2008,"Beijing - China","tram - boat - car - bicycle",fem,"Heaney - Robel and Witting"
05-07-1995,14-May-1995,"Addis Ababa - Ethiopia","horse - train - car - walk",Female,"Sporer Group"
11-11-1991,18-Nov-1991,"Hanoi ; Vietnam","horse - train - bus - ferry - motorcycle - airplane - boat",F,Champlin-Kemmer
12-28-2020,06-Jan-2021,"Casablanca - Morocco","car ; train ; tram ; walk",M,"Funk, Morar and Rodriguez"
12-28-2004,07-Jan-2005,"Chennai ; India","caravan - horse - tram - train - bicycle - subway - walk",Female,Kerluke-Armstrong
04-29-1997,08-May-1997,"Mumbai - India","bus - taxi - boat - train - motorcycle",Masc,"Dare, Hoppe and Moore"
11-22-1993,29-Nov-1993,"Yangon - Myanmar","taxi ; bicycle ; horse ; walk ; ferry ; boat ; car",fem,"Heaney Inc"
12-28-2009,06-Jan-2010,"Pune ; India","boat ; bus ; train ; walk ; bicycle ; motorcycle",M,"Schaden LLC"
12-23-1975,30-Dec-1975,"London | United Kingdom","bicycle - ferry - subway - tram - walk - bus - caravan - motorcycle",fem,"Ledner LLC"
03-01-1987,07-Mar-1987,"Delhi - India","tram - motorcycle - subway - walk",M,Kerluke-Armstrong
12-15-2002,24-Dec-2002,"Mexico City ; Mexico","subway - boat - bus - horse - car - walk - train",Masc,"Feil LLC"
10-19-1982,29-Oct-1982,"Alexandria ; Egypt","train | caravan | boat | walk | bus | bicycle",F,"Murray LLC"
11-04-2021,10-Nov-2021,"Abidjan ; Ivory Coast","motorcycle - train - ferry - horse - bicycle - airplane - bus - subway",Masc,Rogahn-Crist
08-05-2018,14-Aug-2018,"Ankara ; Turkey","airplane ; subway ; walk ; bus ; car",F,"Hintz Group"
03-27-1985,03-Apr-1985,"Ankara ; Turkey","train - motorcycle - walk - ferry - caravan - tram - horse",Masc,"Funk, Morar and Rodriguez"
04-23-1970,29-Apr-1970,"Mumbai | India","walk | tram | taxi | bus",Male,"Goldner LLC"
12-09-1979,15-Dec-1979,"Chennai ; India","caravan - walk - airplane - car - boat",F,"Koelpin, Hoppe and Corwin"
09-06-2001,11-Sep-2001,"Lahore | Pakistan","boat ; tram ; car ; caravan ; ferry ; motorcycle ; bus",M,"Kulas LLC"
02-20-1987,25-Feb-1987,"Ankara ; Turkey","tram ; train ; ferry ; airplane ; walk",Masc,Wolff-Cartwright
04-28-2008,04-May-2008,"Abidjan ; Ivory Coast","train | horse | subway | walk | ferry",Fem,"Nienow LLC"
11-28-2008,06-Dec-2008,"Durban - South Africa","boat - ferry - airplane - car - motorcycle - walk - taxi",F,Blick-Bartell
05-12-1981,18-May-1981,"Mexico City - Mexico","ferry | motorcycle | horse | bus | caravan | airplane | train",F,White-Stroman
05-09-1999,16-May-1999,"Yangon | Myanmar","tram - subway - car - walk - taxi - train - boat - airplane",Female,"Bahringer LLC"
10-02-2019,12-Oct-2019,"Addis Ababa - Ethiopia","airplane - train - motorcycle - walk - horse",Fem,Blick-Bartell
09-19-1977,24-Sep-1977,"London | United Kingdom","bicycle - tram - bus - horse - train - caravan",Masc,Rogahn-Crist
06-04-1987,08-Jun-1987,"Addis Ababa - Ethiopia","boat - bus - bicycle - airplane - train - ferry - horse",masc,Grant-Hand
02-07-2017,12-Feb-2017,"Pune | India","horse | boat | airplane | train | subway",Female,"Schinner, Sauer and Powlowski"
12-18-1984,27-Dec-1984,"Lagos | Nigeria","bicycle - motorcycle - airplane - caravan - tram - car - horse",Fem,"Hayes, Bins and Considine"
11-03-1982,11-Nov-1982,"Rio de Janeiro ; Brazil","boat | subway | airplane | motorcycle | taxi",Female,White-Stroman
10-03-2004,08-Oct-2004,"London - United Kingdom","horse ; bicycle ; caravan ; ferry",Masc,"Bahringer LLC"
04-03-1984,13-Apr-1984,"Delhi ; India","taxi ; airplane ; bus ; car ; subway ; boat ; ferry",Fem,"Heaney - Robel and Witting"
06-07-1982,11-Jun-1982,"Dhaka | Bangladesh","caravan ; taxi ; airplane ; tram ; horse ; bicycle ; walk ; train",M,"Schaden LLC"
10-10-2007,18-Oct-2007,"Ankara ; Turkey","airplane ; motorcycle ; tram ; subway ; horse ; train",Male,"Bahringer LLC"
09-15-2020,20-Sep-2020,"Dhaka | Bangladesh","subway | taxi | tram | airplane | caravan",Fem,"Kulas LLC"
03-27-1995,06-Apr-1995,"Rio de Janeiro ; Brazil","car - tram - caravan - subway - bus - airplane - ferry",M,Feest-Bode
06-11-2006,21-Jun-2006,"Delhi ; India","train - tram - car - horse - bicycle - bus - ferry - subway",Female,"Medhurst, Streich and Schamberger"
04-14-2011,22-Apr-2011,"Hanoi ; Vietnam","caravan | horse | ferry | boat | bicycle | airplane",masc,Kerluke-Armstrong
06-14-1987,21-Jun-1987,"Lagos | Nigeria","boat ; horse ; bicycle ; subway ; airplane ; bus ; walk",Fem,"Kulas LLC"
08-16-1981,26-Aug-1981,"Abidjan | Ivory Coast","subway - walk - boat - airplane - bicycle - car",M,"Heaney - Robel and Witting"
10-08-1999,17-Oct-1999,"London - United Kingdom","caravan | taxi | tram | bus | bicycle | walk",F,Feest-Bode
05-26-2001,04-Jun-2001,"Delhi | India","bus - train - caravan - airplane - ferry",Fem,"Goldner LLC"
11-07-2010,11-Nov-2010,"Bangkok | Thailand","caravan - boat - train - subway - bicycle - bus - motorcycle",Fem,"Bahringer LLC"
12-05-1984,14-Dec-1984,"Durban | South Africa","bus - train - horse - airplane - car - tram - ferry - walk",F,"Hintz Group"
09-01-2000,10-Sep-2000,"Delhi ; India","tram | taxi | walk | horse",fem,"Medhurst, Streich and Schamberger"
11-07-2011,16-Nov-2011,"Rio de Janeiro ; Brazil","airplane - bus - car - tram - bicycle - taxi",fem,Blick-Bartell
11-30-2010,10-Dec-2010,"Lagos ; Nigeria","taxi - ferry - walk - bus - airplane - subway - tram",masc,"Dare, Hoppe and Moore"
10-08-1972,15-Oct-1972,"Addis Ababa - Ethiopia","car - airplane - walk - caravan - bus - tram - bicycle - taxi",F,"Hayes, Bins and Considine"
06-08-2003,15-Jun-2003,"London | United Kingdom","motorcycle | subway | bus | horse | tram | boat | airplane | taxi",Male,"Rempel and Sons"
07-19-2012,26-Jul-2012,"Delhi - India","subway | bus | caravan | taxi | motorcycle | boat | tram",masc,"Funk, Morar and Rodriguez"
03-24-2016,28-Mar-2016,"Alexandria ; Egypt","boat | motorcycle | ferry | bus | bicycle | taxi | caravan",Male,"Cremin Inc"
02-10-1977,17-Feb-1977,"Lahore | Pakistan","ferry - taxi - bus - motorcycle - train - subway - car - airplane",F,Wolff-Cartwright
02-28-2008,05-Mar-2008,"London | United Kingdom","car - walk - boat - motorcycle - train - caravan - bicycle",Fem,Cruickshank-Franecki
06-09-2008,19-Jun-2008,"Addis Ababa | Ethiopia","walk - tram - horse - taxi",Female,"Lubowitz, Prohaska and Reilly"
02-24-2002,06-Mar-2002,"Johannesburg | South Africa","subway ; boat ; bicycle ; bus ; airplane ; ferry",fem,"Goldner LLC"
09-22-2009,26-Sep-2009,"Pune - India","caravan - subway - train - airplane - taxi - car",Female,Wolff-Cartwright
07-30-1980,04-Aug-1980,"Durban - South Africa","boat | ferry | tram | subway | motorcycle",M,"Heaney - Robel and Witting"
01-23-1999,31-Jan-1999,"Abidjan - Ivory Coast","bicycle ; walk ; train ; boat ; airplane ; motorcycle",M,Blick-Bartell
04-26-2018,05-May-2018,"Delhi | India","tram | bus | airplane | motorcycle",Female,"Hodkiewicz, Luettgen and Stoltenberg"
01-17-2018,27-Jan-2018,"Johannesburg ; South Africa","walk ; taxi ; horse ; car ; bicycle",Fem,"Fritsch, Hegmann and Mueller"
01-22-1970,29-Jan-1970,"Lagos - Nigeria","horse | boat | walk | taxi",Female,"Fritsch, Hegmann and Mueller"
01-23-2020,01-Feb-2020,"Johannesburg - South Africa","caravan ; tram ; train ; horse ; bus ; walk ; subway ; motorcycle",masc,"Cole Group"
02-21-1990,27-Feb-1990,"Casablanca ; Morocco","train | subway | boat | tram | car | bicycle",fem,"Fritsch, Hegmann and Mueller"
10-30-1982,09-Nov-1982,"Alexandria - Egypt","walk - motorcycle - bicycle - train - subway - horse - ferry - airplane",Male,"Kassulke, Rath and Upton"
01-18-1977,28-Jan-1977,"Casablanca | Morocco","boat | car | ferry | walk | tram | subway",masc,"Kassulke, Rath and Upton"
12-03-1992,12-Dec-1992,"Casablanca - Morocco","train ; horse ; airplane ; ferry ; bus ; bicycle ; tram ; boat",fem,"Bahringer LLC"
09-22-1974,27-Sep-1974,"Bangkok - Thailand","caravan ; boat ; tram ; horse ; taxi ; bicycle ; train",F,Grant-Hand
06-13-1995,23-Jun-1995,"Lagos - Nigeria","airplane ; train ; taxi ; ferry ; car ; boat ; subway ; horse",Male,"Fritsch, Hegmann and Mueller"
03-18-2001,28-Mar-2001,"Mumbai ; India","taxi ; walk ; caravan ; horse ; ferry ; car ; boat",Masc,Cruickshank-Franecki
10-08-1991,17-Oct-1991,"Bangkok | Thailand","subway ; horse ; ferry ; airplane ; car",F,Feest-Bode
02-28-1987,05-Mar-1987,"Chennai ; India","airplane - ferry - train - walk - subway - motorcycle",Fem,"Ledner LLC"
10-23-2014,28-Oct-2014,"Chennai | India","boat | taxi | caravan | tram | bicycle | horse | airplane | motorcycle",M,"Schinner, Sauer and Powlowski"
11-17-1992,27-Nov-1992,"Chennai - India","walk ; taxi ; train ; motorcycle",fem,"Hintz Group"
09-09-2009,18-Sep-2009,"Mumbai - India","motorcycle - ferry - bicycle - bus - horse",Male,"Hayes, Bins and Considine"
02-23-1983,27-Feb-1983,"Rio de Janeiro ; Brazil","bicycle | car | bus | train",Masc,"Ledner LLC"
11-10-1971,20-Nov-1971,"Mexico City ; Mexico","airplane | bicycle | taxi | tram | walk | car",F,Rogahn-Crist
09-14-2007,23-Sep-2007,"Beijing ; China","train ; bicycle ; caravan ; ferry ; boat",M,"Lubowitz, Prohaska and Reilly"
03-10-1977,16-Mar-1977,"Chennai - India","bus - motorcycle - bicycle - airplane - tram - walk - car",masc,Quigley-Braun
10-23-1990,31-Oct-1990,"Hanoi ; Vietnam","walk ; subway ; bus ; car ; ferry ; tram",Female,"Schaden LLC"
05-17-2012,23-May-2012,"Beijing ; China","tram - horse - subway - car",Female,White-Stroman
07-07-1979,16-Jul-1979,"Addis Ababa ; Ethiopia","horse ; boat ; taxi ; train ; bus ; motorcycle",Masc,"Fritsch, Hegmann and Mueller"
04-27-1981,02-May-1981,"Delhi | India","airplane | bicycle | horse | boat | car | subway | ferry",Fem,"Schaden LLC"
04-06-1973,15-Apr-1973,"Bangkok ; Thailand","boat | train | motorcycle | walk",Male,"Kulas LLC"
09-05-1980,10-Sep-1980,"Johannesburg - South Africa","ferry - boat - bicycle - car - airplane - bus - train - taxi",M,Kerluke-Armstrong
08-05-1998,12-Aug-1998,"Mexico City | Mexico","boat ; car ; airplane ; tram ; ferry ; horse ; train",Masc,"Hayes, Bins and Considine"
04-09-1987,15-Apr-1987,"Beijing ; China","subway ; boat ; walk ; caravan",Male,Wolff-Cartwright
06-16-1985,24-Jun-1985,"Beijing - China","horse ; bus ; car ; caravan ; tram",Masc,Wolff-Cartwright
11-03-1983,07-Nov-1983,"Lagos - Nigeria","caravan | ferry | motorcycle | taxi | boat | train | bicycle | car",Fem,"Nienow LLC"
05-30-1974,04-Jun-1974,"Addis Ababa | Ethiopia","tram - horse - caravan - train - walk",Female,"Hayes, Bins and Considine"
02-22-2014,27-Feb-2014,"Johannesburg ; South Africa","tram ; airplane ; bicycle ; horse ; boat",M,"Heaney Inc"
01-06-2004,14-Jan-2004,"Bangkok ; Thailand","walk - boat - bicycle - taxi - train",Fem,"Heaney Inc"
03-05-1976,10-Mar-1976,"Pune | India","train - horse - taxi - airplane",Female,"Cremin Inc"
11-03-1996,11-Nov-1996,"Casablanca - Morocco","boat | bicycle | motorcycle | car",M,"Altenwerth and Sons"
12-25-1996,02-Jan-1997,"Casablanca - Morocco","horse - ferry - walk - car - motorcycle - caravan",fem,Langosh-Franecki
06-11-1989,17-Jun-1989,"Mumbai ; India","caravan ; boat ; motorcycle ; train ; tram ; horse ; ferry ; walk",masc,Grant-Hand
07-13-1987,20-Jul-1987,"Addis Ababa ; Ethiopia","motorcycle - bicycle - caravan - subway - ferry - horse",F,Cruickshank-Franecki
01-02-1985,10-Jan-1985,"Pune ; India","airplane ; ferry ; subway ; car ; boat ; horse ; bicycle ; train",Fem,"Nienow LLC"
01-17-1982,21-Jan-1982,"Beijing | China","caravan - subway - taxi - bicycle",Masc,"Schinner, Sauer and Powlowski"
02-02-2009,10-Feb-2009,"Lagos | Nigeria","walk - boat - caravan - airplane",masc,"Goldner LLC"
05-09-1976,16-May-1976,"Bangkok | Thailand","train ; boat ; ferry ; car ; airplane ; bicycle ; walk",Male,"Rempel and Sons"
02-17-1977,24-Feb-1977,"Delhi ; India","horse ; bus ; walk ; subway ; taxi ; boat ; train",Male,"Heaney - Robel and Witting"
09-01-2017,05-Sep-2017,"Chennai | India","taxi - airplane - walk - boat - car - bicycle - ferry - caravan",M,"Funk, Morar and Rodriguez"
07-26-2020,05-Aug-2020,"Lahore | Pakistan","car ; train ; motorcycle ; boat ; bicycle ; tram ; airplane ; bus",Fem,Grant-Hand
11-10-1986,19-Nov-1986,"Rio de Janeiro | Brazil","horse - train - tram - ferry - motorcycle - walk",Female,"Feil LLC"
08-18-1970,28-Aug-1970,"Yangon | Myanmar","bicycle ; walk ; airplane ; subway ; bus ; ferry ; caravan ; tram",masc,Blick-Bartell
01-14-2006,18-Jan-2006,"Abidjan | Ivory Coast","ferry | walk | tram | caravan",Male,"Heaney - Robel and Witting"
12-25-1974,02-Jan-1975,"Ankara - Turkey","horse - ferry - subway - bus",Female,Schmeler-Renner
06-16-2016,26-Jun-2016,"Beijing - China","tram - subway - motorcycle - car - train",M,Cruickshank-Franecki
09-13-2021,21-Sep-2021,"Rio de Janeiro - Brazil","motorcycle - airplane - bicycle - subway - boat - bus - horse",Male,"Koelpin, Hoppe and Corwin"
10-30-1981,07-Nov-1981,"Addis Ababa - Ethiopia","walk - tram - airplane - ferry - train",M,Kerluke-Armstrong
02-13-1997,22-Feb-1997,"Chennai - India","bus | airplane | taxi | subway | caravan | car | tram",Male,"Lubowitz, Prohaska and Reilly"
11-07-1971,14-Nov-1971,"Rio de Janeiro ; Brazil","bus - ferry - bicycle - caravan - tram - subway - horse - airplane",fem,"Hodkiewicz, Luettgen and Stoltenberg"
11-28-1990,04-Dec-1990,"Mexico City ; Mexico","airplane | caravan | motorcycle | car | boat | bicycle",Fem,"Lubowitz, Prohaska and Reilly"
09-03-1973,08-Sep-1973,"Lagos ; Nigeria","walk ; car ; taxi ; train ; motorcycle ; caravan ; bicycle ; ferry",Male,"Altenwerth and Sons"
06-08-1992,14-Jun-1992,"Hanoi - Vietnam","caravan - tram - boat - bicycle",M,"Kulas LLC"
10-26-2006,05-Nov-2006,"Rio de Janeiro | Brazil","car - ferry - airplane - train - horse - bus - tram",F,"Heaney Inc"
10-01-2009,10-Oct-2009,"Hanoi - Vietnam","walk | airplane | car | taxi | boat | bicycle",masc,"Kassulke, Rath and Upton"
08-24-2012,28-Aug-2012,"Casablanca ; Morocco","subway | airplane | caravan | tram",fem,"Dare, Hoppe and Moore"
01-20-2011,26-Jan-2011,"Lagos | Nigeria","caravan ; walk ; car ; taxi ; motorcycle ; subway",Fem,Grant-Hand
05-29-2013,08-Jun-2013,"Mumbai | India","airplane - train - boat - bicycle - taxi - car - motorcycle",Male,Rogahn-Crist
10-07-2008,11-Oct-2008,"Durban ; South Africa","bicycle ; airplane ; ferry ; car",Masc,Wolff-Cartwright
09-21-2008,29-Sep-2008,"Mumbai - India","motorcycle ; train ; subway ; car",Male,"Bahringer LLC"
03-08-1973,17-Mar-1973,"Pune - India","subway ; train ; bus ; tram ; bicycle ; ferry",Fem,Rogahn-Crist
08-06-1980,16-Aug-1980,"Ankara | Turkey","taxi - boat - subway - motorcycle - ferry",M,"Hodkiewicz, Luettgen and Stoltenberg"
06-26-2006,03-Jul-2006,"Abidjan | Ivory Coast","walk - tram - airplane - car - bicycle - boat",Fem,"Hintz Group"
11-14-2002,18-Nov-2002,"Johannesburg | South Africa","bus | walk | tram | subway",F,Wolff-Cartwright
11-17-2006,22-Nov-2006,"Chennai - India","horse | ferry | caravan | boat | bicycle | walk | taxi | train",masc,Grant-Hand
03-24-2009,02-Apr-2009,"Durban ; South Africa","caravan | bicycle | car | taxi",Masc,Blick-Bartell
06-08-2008,15-Jun-2008,"London - United Kingdom","train - bus - ferry - walk - boat",Female,Grant-Hand
12-20-2012,29-Dec-2012,"Alexandria ; Egypt","tram | walk | bicycle | train | boat | subway | motorcycle | airplane",masc,Cruickshank-Franecki
11-11-2015,15-Nov-2015,"Yangon - Myanmar","boat - car - walk - airplane - subway",Female,Champlin-Kemmer
06-25-1987,29-Jun-1987,"Rio de Janeiro | Brazil","subway | walk | train | boat",Female,Champlin-Kemmer
12-12-2004,19-Dec-2004,"Ankara | Turkey","subway ; ferry ; airplane ; taxi ; walk ; caravan",Female,Kerluke-Armstrong
05-16-2015,22-May-2015,"Dhaka ; Bangladesh","train - walk - motorcycle - airplane - boat - bus - taxi - bicycle",Masc,"Botsford Inc"
05-21-1997,26-May-1997,"Delhi - India","caravan - taxi - bus - boat",fem,"Ledner LLC"
01-01-1997,10-Jan-1997,"Beijing ; China","walk - car - train - caravan",masc,"Schaden LLC"
01-30-2020,05-Feb-2020,"Addis Ababa - Ethiopia","bus | tram | boat | airplane | caravan",Masc,"Koelpin, Hoppe and Corwin"
05-25-1984,02-Jun-1984,"Mumbai - India","tram | taxi | car | airplane | horse | boat | bicycle | motorcycle",Masc,"Murray LLC"
02-12-1990,18-Feb-1990,"Dhaka ; Bangladesh","car - caravan - subway - ferry - bicycle - bus - boat",Masc,"Goldner LLC"
09-10-1977,14-Sep-1977,"Addis Ababa ; Ethiopia","ferry ; walk ; caravan ; bus ; car",F,"Rempel and Sons"
10-14-1980,22-Oct-1980,"Alexandria ; Egypt","taxi ; car ; bus ; train",Male,"Bahringer LLC"
10-03-1995,12-Oct-1995,"Pune ; India","ferry ; taxi ; car ; horse",masc,Kerluke-Armstrong
01-07-2001,11-Jan-2001,"Hanoi ; Vietnam","taxi ; ferry ; bicycle ; boat ; motorcycle ; car",F,"Kassulke, Rath and Upton"
03-17-2011,23-Mar-2011,"Hanoi ; Vietnam","caravan | airplane | walk | horse | motorcycle | subway | tram | car",Fem,Schmeler-Renner
11-18-2005,28-Nov-2005,"Dhaka ; Bangladesh","taxi ; airplane ; boat ; ferry ; walk",F,"Hodkiewicz, Luettgen and Stoltenberg"
10-18-1972,24-Oct-1972,"Bangkok | Thailand","motorcycle ; train ; taxi ; bus",masc,"Kulas LLC"
10-26-2010,01-Nov-2010,"Johannesburg - South Africa","car ; train ; caravan ; taxi",F,"Rempel and Sons"
05-05-2020,11-May-2020,"Addis Ababa | Ethiopia","walk - boat - subway - airplane",masc,"Cole Group"
03-08-2009,18-Mar-2009,"Bangkok | Thailand","bicycle | car | bus | tram | airplane | ferry | subway | train",Masc,"Fritsch, Hegmann and Mueller"
05-26-1990,31-May-1990,"Beijing ; China","train | boat | car | subway | bicycle",Female,White-Stroman
03-03-2013,07-Mar-2013,"Yangon - Myanmar","motorcycle - taxi - boat - caravan - ferry",Female,"Kulas LLC"
08-06-2006,16-Aug-2006,"Pune | India","bicycle ; bus ; car ; horse ; airplane",Masc,Cruickshank-Franecki
10-12-1992,16-Oct-1992,"Durban ; South Africa","walk ; car ; horse ; airplane",F,"Sporer Group"
06-25-2021,01-Jul-2021,"Lagos - Nigeria","subway | car | taxi | walk | boat | ferry | airplane | bus",masc,"Heaney - Robel and Witting"
05-01-1975,08-May-1975,"London - United Kingdom","airplane - bus - tram - train - ferry - walk",Male,"Sporer Group"
09-13-2008,23-Sep-2008,"Mexico City | Mexico","train | subway | walk | bus | caravan | boat",M,"Medhurst, Streich and Schamberger"
10-10-2000,20-Oct-2000,"London ; United Kingdom","train - taxi - caravan - motorcycle",F,"Rempel and Sons"
01-10-1989,19-Jan-1989,"Delhi - India","taxi | subway | car | ferry | caravan | bus | horse | train",Masc,Quigley-Braun
11-05-2008,13-Nov-2008,"Alexandria ; Egypt","train - caravan - boat - car - horse - airplane",fem,"Dare, Hoppe and Moore"
02-11-1977,15-Feb-1977,"Casablanca - Morocco","bicycle - train - taxi - ferry - airplane",F,Schmeler-Renner
05-29-2000,03-Jun-2000,"Beijing ; China","bus ; motorcycle ; tram ; caravan ; airplane",Male,"Nienow LLC"
07-21-2017,27-Jul-2017,"Casablanca ; Morocco","airplane ; train ; horse ; subway ; caravan ; boat",M,Champlin-Kemmer
03-14-1976,23-Mar-1976,"Rio de Janeiro - Brazil","ferry ; walk ; bus ; boat ; bicycle ; train ; tram ; airplane",Female,"Cole Group"
03-28-2016,04-Apr-2016,"Abidjan ; Ivory Coast","walk - train - horse - tram - subway - taxi",fem,"Botsford Inc"
07-03-1983,09-Jul-1983,"Dhaka ; Bangladesh","boat ; airplane ; taxi ; walk ; subway",Female,Rogahn-Crist
03-20-2003,28-Mar-2003,"Johannesburg ; South Africa","taxi - tram - boat - train - motorcycle - caravan - subway - airplane",Male,Quigley-Braun
09-11-1988,18-Sep-1988,"Lahore ; Pakistan","bicycle - walk - motorcycle - horse - boat - train - ferry",fem,"Bahringer LLC"
07-15-1983,20-Jul-1983,"Bangkok - Thailand","taxi ; bicycle ; airplane ; ferry ; horse",fem,"Botsford Inc"
09-16-2019,25-Sep-2019,"Chennai ; India","airplane ; caravan ; car ; bus ; walk ; tram ; ferry",Fem,Kerluke-Armstrong
02-16-1979,26-Feb-1979,"Chennai - India","caravan - boat - bus - taxi - ferry",fem,Feest-Bode
05-06-1999,12-May-1999,"Pune | India","tram - bicycle - walk - train",masc,"Fritsch, Hegmann and Mueller"
01-23-1974,30-Jan-1974,"Abidjan ; Ivory Coast","airplane | boat | subway | caravan | bicycle",Masc,Blick-Bartell
10-25-1986,30-Oct-1986,"Beijing ; China","walk - caravan - airplane - horse - bicycle - ferry",fem,"Murray LLC"
07-11-1975,16-Jul-1975,"Bangkok - Thailand","tram ; car ; motorcycle ; bus ; train",Masc,Blick-Bartell
02-16-1973,25-Feb-1973,"London - United Kingdom","car - train - walk - horse - airplane",Female,"Murray LLC"
05-12-1970,20-May-1970,"Alexandria ; Egypt","horse - walk - caravan - car",M,Rogahn-Crist
04-26-2011,03-May-2011,"Abidjan - Ivory Coast","train ; walk ; ferry ; bus",masc,"Cremin Inc"
09-18-1975,26-Sep-1975,"Lahore ; Pakistan","horse - walk - train - caravan - tram - boat - ferry",fem,"Bahringer LLC"
02-19-1989,27-Feb-1989,"Rio de Janeiro ; Brazil","subway - boat - tram - airplane - horse - train - walk - taxi",M,"Leannon, Cassin and Trantow"
01-07-1995,15-Jan-1995,"Beijing | China","bicycle - tram - car - motorcycle - boat - airplane",M,"Botsford Inc"
11-25-2020,04-Dec-2020,"Bangkok - Thailand","bus - car - walk - horse - bicycle - airplane",Male,"Kassulke, Rath and Upton"
02-22-1999,01-Mar-1999,"Pune | India","bus - walk - horse - taxi - airplane - ferry - car",Fem,Feest-Bode
03-22-1983,31-Mar-1983,"Johannesburg ; South Africa","caravan ; train ; walk ; horse ; bicycle ; tram ; boat",fem,"Dare, Hoppe and Moore"
11-22-1982,26-Nov-1982,"Lagos ; Nigeria","boat ; horse ; car ; motorcycle ; subway",Fem,"Ledner LLC"
06-06-1977,13-Jun-1977,"Durban - South Africa","taxi ; tram ; car ; subway ; airplane ; boat ; bicycle ; train",F,"Funk, Morar and Rodriguez"
05-27-1999,01-Jun-1999,"Delhi | India","tram ; airplane ; subway ; bicycle ; bus ; motorcycle",M,"Ledner LLC"
06-22-2013,27-Jun-2013,"Alexandria ; Egypt","bicycle - bus - taxi - horse - motorcycle - airplane",F,Feest-Bode
01-13-1991,22-Jan-1991,"Mexico City | Mexico","caravan - bicycle - bus - subway - boat",Male,"Heaney Inc"
11-02-2015,12-Nov-2015,"Yangon ; Myanmar","caravan | bus | walk | boat | horse | airplane | tram",fem,Langosh-Franecki
06-16-2018,20-Jun-2018,"Alexandria ; Egypt","tram | train | ferry | horse | car | walk | bicycle",fem,"Schinner, Sauer and Powlowski"
06-14-2004,20-Jun-2004,"Pune ; India","taxi ; tram ; bus ; airplane ; caravan",Masc,"Kulas LLC"
01-16-2006,21-Jan-2006,"London ; United Kingdom","boat | airplane | train | ferry | tram | walk",Female,"Hayes, Bins and Considine"
03-29-2004,06-Apr-2004,"Mexico City | Mexico","bus - ferry - car - taxi",Masc,White-Stroman
04-23-2004,02-May-2004,"Lagos - Nigeria","subway | walk | train | car | bicycle",Female,Wolff-Cartwright
03-30-2011,08-Apr-2011,"Bangkok | Thailand","boat - walk - bus - horse - bicycle - airplane - taxi - ferry",fem,"Schaden LLC"
08-08-1996,14-Aug-1996,"Johannesburg | South Africa","tram - boat - bicycle - ferry - train - subway - car - airplane",M,"Hintz Group"
02-20-1974,01-Mar-1974,"Yangon - Myanmar","boat - motorcycle - caravan - car - ferry - horse",masc,"Koelpin, Hoppe and Corwin"
09-06-1985,14-Sep-1985,"Alexandria ; Egypt","taxi ; caravan ; bicycle ; walk ; subway ; motorcycle ; ferry ; bus",masc,"Leannon, Cassin and Trantow"
05-25-2004,29-May-2004,"Lagos | Nigeria","airplane ; boat ; motorcycle ; car ; walk ; taxi ; subway",masc,"Murray LLC"
05-23-1986,29-May-1986,"Delhi - India","ferry - tram - bus - train - taxi - car - walk",masc,"Goldner LLC"
07-19-2008,28-Jul-2008,"Beijing | China","airplane - walk - caravan - bus",Masc,Feest-Bode
05-19-1995,23-May-1995,"Mumbai - India","tram | walk | airplane | train | caravan | subway",Fem,"Funk, Morar and Rodriguez"
10-28-1998,06-Nov-1998,"Hanoi ; Vietnam","caravan ; train ; walk ; bus ; taxi ; airplane ; motorcycle",Male,"Medhurst, Streich and Schamberger"
09-19-1982,24-Sep-1982,"Mexico City ; Mexico","tram ; subway ; ferry ; car ; horse ; boat ; motorcycle ; bus",M,Wolff-Cartwright
09-02-1997,12-Sep-1997,"Pune ; India","bus - train - subway - walk - airplane",Masc,White-Stroman
08-06-1992,15-Aug-1992,"Ankara ; Turkey","boat | subway | bicycle | tram | motorcycle | car | train",masc,"Hodkiewicz, Luettgen and Stoltenberg"
