arrival_date,departure_date,location,transportation_modes,genre,hotel
09-01-1988,07-Sep-1988,"Delhi ; India","walk ; tram ; car ; bus ; horse ; bicycle ; airplane",M,"Goldner LLC"
01-14-2008,19-Jan-2008,"Beijing ; China","ferry ; horse ; bus ; car ; motorcycle ; airplane",Fem,"Goldner LLC"
05-24-2004,28-May-2004,"London - United Kingdom","subway | boat | bus | car | motorcycle | tram | taxi",Fem,"Hayes, Bins and Considine"
12-01-2007,07-Dec-2007,"Lahore - Pakistan","motorcycle - horse - car - tram - train - ferry - walk",Female,"Cole Group"
06-05-1997,14-Jun-1997,"Lahore ; Pakistan","tram - horse - train - airplane - subway - taxi - boat",fem,"Heaney Inc"
07-13-2014,17-Jul-2014,"Pune | India","taxi - bicycle - walk - train - motorcycle - boat - bus - tram",M,"Koelpin, Hoppe and Corwin"
03-02-2008,08-Mar-2008,"Pune ; India","ferry | horse | subway | caravan",Masc,"Goldner LLC"
02-06-1990,16-Feb-1990,"Casablanca - Morocco","bus | caravan | train | horse | bicycle | motorcycle",masc,"Leannon, Cassin and Trantow"
10-10-2011,19-Oct-2011,"Beijing | China","ferry | tram | car | subway | motorcycle | airplane",Masc,"Murray LLC"
08-18-2010,28-Aug-2010,"Hanoi ; Vietnam","subway ; bicycle ; taxi ; boat ; airplane ; horse ; tram ; ferry",Male,"Goldner LLC"
09-08-1999,17-Sep-1999,"Mexico City - Mexico","bicycle - taxi - caravan - bus - car",masc,"Murray LLC"
09-02-1999,11-Sep-1999,"Abidjan ; Ivory Coast","train ; walk ; airplane ; motorcycle",Masc,"Altenwerth and Sons"
01-21-1984,25-Jan-1984,"Lahore | Pakistan","subway - train - walk - ferry - taxi - caravan - horse",Masc,Grant-Hand
06-17-1974,23-Jun-1974,"Yangon | Myanmar","car | bus | caravan | taxi",M,"Altenwerth and Sons"
08-14-1993,22-Aug-1993,"Ankara | Turkey","motorcycle | bicycle | walk | tram",masc,Cruickshank-Franecki
11-13-1998,21-Nov-1998,"Pune | India","walk | bus | boat | tram | taxi | train",Male,"Rempel and Sons"
08-12-1998,20-Aug-1998,"Delhi ; India","motorcycle | boat | walk | bus | tram | subway | train",Female,"Leannon, Cassin and Trantow"
12-05-1994,11-Dec-1994,"Rio de Janeiro | Brazil","walk ; motorcycle ; taxi ; subway ; ferry ; tram ; horse",Male,"Murray LLC"
06-02-1999,10-Jun-1999,"Yangon - Myanmar","car | caravan | airplane | horse | train",M,Grant-Hand
03-29-2018,06-Apr-2018,"Johannesburg ; South Africa","motorcycle ; horse ; taxi ; train",Male,Quigley-Braun
05-10-2007,18-May-2007,"Beijing | China","horse | car | train | bus | caravan | subway | airplane | boat",Fem,"Medhurst, Streich and Schamberger"
07-12-1985,21-Jul-1985,"Yangon | Myanmar","bicycle ; taxi ; horse ; motorcycle ; ferry ; bus",F,"Cole Group"
08-29-2015,08-Sep-2015,"Mexico City | Mexico","car ; train ; caravan ; motorcycle ; subway ; walk ; bus ; tram",Masc,Champlin-Kemmer
09-26-2015,03-Oct-2015,"Dhaka - Bangladesh","horse - train - car - taxi - walk - bus",Female,Champlin-Kemmer
10-15-1995,25-Oct-1995,"Hanoi | Vietnam","boat - tram - horse - motorcycle - subway - taxi",Masc,Feest-Bode
03-19-1994,27-Mar-1994,"Durban ; South Africa","motorcycle ; subway ; tram ; ferry",Fem,Rogahn-Crist
11-03-1978,11-Nov-1978,"Durban ; South Africa","taxi - walk - subway - ferry - bicycle - bus - motorcycle - horse",Female,"Heaney Inc"
03-03-1989,11-Mar-1989,"Chennai ; India","walk - boat - caravan - airplane - bicycle",Male,"Feil LLC"
07-27-1981,04-Aug-1981,"Yangon ; Myanmar","subway - train - boat - taxi - ferry - horse - bicycle",Male,"Altenwerth and Sons"
05-25-1983,29-May-1983,"Johannesburg - South Africa","horse ; car ; ferry ; bus ; train ; boat ; bicycle ; subway",Masc,"Lubowitz, Prohaska and Reilly"
04-27-2008,06-May-2008,"Pune | India","bicycle | caravan | boat | bus",Female,"Rempel and Sons"
11-26-2000,02-Dec-2000,"Hanoi | Vietnam","boat - walk - bicycle - taxi - ferry - caravan - tram - bus",Fem,Champlin-Kemmer
09-30-1996,09-Oct-1996,"London | United Kingdom","train | walk | ferry | bicycle | airplane | boat",Masc,Champlin-Kemmer
02-29-1988,04-Mar-1988,"London | United Kingdom","walk ; tram ; caravan ; boat ; taxi",Masc,"Dare, Hoppe and Moore"
07-11-1971,15-Jul-1971,"Pune | India","train - bus - boat - tram",Fem,"Ledner LLC"
08-10-2002,16-Aug-2002,"Yangon ; Myanmar","tram | walk | car | bicycle | taxi",fem,"Botsford Inc"
04-12-2001,16-Apr-2001,"London - United Kingdom","bicycle | subway | horse | airplane",fem,"Koelpin, Hoppe and Corwin"
11-08-2011,18-Nov-2011,"Casablanca - Morocco","train ; airplane ; bus ; walk",M,Kerluke-Armstrong
03-07-1972,16-Mar-1972,"Dhaka | Bangladesh","bicycle ; motorcycle ; caravan ; subway ; ferry",Masc,"Hodkiewicz, Luettgen and Stoltenberg"
10-29-2004,01-Nov-2004,"Johannesburg - South Africa","bus | walk | horse | ferry",F,Kerluke-Armstrong
11-16-2004,23-Nov-2004,"Lahore - Pakistan","bus - walk - boat - airplane - car - motorcycle - bicycle",fem,"Cole Group"
11-03-2014,11-Nov-2014,"Delhi ; India","motorcycle - car - boat - horse - subway",Masc,Wolff-Cartwright
10-13-1996,21-Oct-1996,"Durban - South Africa","taxi | airplane | horse | caravan",Male,"Feil LLC"
03-10-1986,16-Mar-1986,"Hanoi | Vietnam","ferry - walk - car - train - airplane - boat - taxi",masc,"Heaney Inc"
03-23-2000,29-Mar-2000,"Yangon - Myanmar","bus ; subway ; taxi ; caravan",fem,"Cremin Inc"
04-29-1998,09-May-1998,"Delhi | India","airplane ; boat ; caravan ; train ; subway ; car",fem,"Altenwerth and Sons"
06-07-2009,15-Jun-2009,"Ankara - Turkey","train - caravan - motorcycle - bus - tram - bicycle",Fem,"Hodkiewicz, Luettgen and Stoltenberg"
09-13-2008,21-Sep-2008,"Abidjan - Ivory Coast","car | motorcycle | caravan | subway | tram | airplane | horse",Male,"Fritsch, Hegmann and Mueller"
03-20-1974,29-Mar-1974,"Lagos | Nigeria","airplane ; horse ; bus ; boat ; taxi ; train",F,"Koelpin, Hoppe and Corwin"
04-16-1987,26-Apr-1987,"Beijing ; China","motorcycle ; walk ; tram ; bus ; subway ; bicycle ; caravan",fem,"Schaden LLC"
07-03-2004,12-Jul-2004,"Chennai | India","tram ; caravan ; bicycle ; car ; motorcycle ; horse",Female,Rogahn-Crist
05-21-2020,30-May-2020,"Bangkok - Thailand","bus | caravan | car | walk",M,White-Stroman
12-30-1986,08-Jan-1987,"Ankara | Turkey","bicycle ; motorcycle ; boat ; horse ; subway",masc,Rogahn-Crist
01-14-2004,19-Jan-2004,"Dhaka | Bangladesh","taxi - caravan - bus - walk",fem,"Kassulke, Rath and Upton"
05-06-1971,16-May-1971,"Yangon ; Myanmar","train ; car ; tram ; walk",Fem,"Murray LLC"
02-28-2012,07-Mar-2012,"Durban ; South Africa","train | boat | bicycle | subway",F,"Schaden LLC"
01-13-2008,18-Jan-2008,"Hanoi ; Vietnam","bus - tram - car - ferry - train - subway - airplane",Male,"Ledner LLC"
03-10-1976,14-Mar-1976,"Rio de Janeiro - Brazil","caravan ; bicycle ; car ; bus ; tram ; ferry",masc,Schmeler-Renner
07-21-2009,28-Jul-2009,"Durban - South Africa","ferry ; bicycle ; train ; walk ; car",M,Schmeler-Renner
07-18-2015,23-Jul-2015,"Beijing - China","motorcycle - walk - horse - bus - car - caravan - subway",Female,"Cole Group"
08-30-2006,06-Sep-2006,"Chennai - India","bicycle ; boat ; train ; car ; airplane ; taxi ; subway",F,"Murray LLC"
08-17-2009,22-Aug-2009,"Pune | India","horse - ferry - taxi - car - walk - bus",Fem,Champlin-Kemmer
11-08-2009,15-Nov-2009,"London ; United Kingdom","airplane ; car ; motorcycle ; subway ; ferry ; train ; walk ; horse",masc,"Koelpin, Hoppe and Corwin"
07-02-1984,11-Jul-1984,"Hanoi | Vietnam","ferry ; car ; bicycle ; horse",F,"Rempel and Sons"
02-27-1985,09-Mar-1985,"Ankara | Turkey","subway ; horse ; train ; walk ; airplane",F,Wolff-Cartwright
04-11-1991,20-Apr-1991,"Ankara | Turkey","tram - train - car - bus - subway - taxi - caravan",masc,"Leannon, Cassin and Trantow"
05-27-2012,02-Jun-2012,"Casablanca | Morocco","ferry | caravan | airplane | subway | bus | motorcycle | walk | tram",M,"Dare, Hoppe and Moore"
06-12-2007,20-Jun-2007,"Rio de Janeiro ; Brazil","subway | tram | walk | airplane | horse | boat",fem,"Lubowitz, Prohaska and Reilly"
02-26-1981,03-Mar-1981,"Addis Ababa ; Ethiopia","motorcycle | horse | car | boat | taxi",M,"Ledner LLC"
01-23-2021,28-Jan-2021,"Rio de Janeiro - Brazil","tram | boat | ferry | train | horse | car | motorcycle",Masc,"Leannon, Cassin and Trantow"
04-09-1988,13-Apr-1988,"Beijing ; China","ferry | subway | train | boat | car | airplane | walk | taxi",F,Cruickshank-Franecki
05-14-1985,20-May-1985,"Chennai - India","airplane ; horse ; tram ; ferry ; taxi ; bicycle",M,Rogahn-Crist
05-27-1977,06-Jun-1977,"Rio de Janeiro ; Brazil","walk - bus - boat - ferry - car - horse - taxi",Female,"Goldner LLC"
10-23-1984,31-Oct-1984,"Casablanca | Morocco","bus | airplane | boat | walk",Masc,"Rempel and Sons"
04-21-2021,25-Apr-2021,"Bangkok | Thailand","boat - ferry - airplane - bus - tram - walk - bicycle - subway",F,"Hodkiewicz, Luettgen and Stoltenberg"
05-02-2005,09-May-2005,"Rio de Janeiro | Brazil","motorcycle - horse - airplane - tram",M,"Heaney Inc"
08-08-1984,16-Aug-1984,"Dhaka ; Bangladesh","motorcycle - car - walk - tram - train - ferry",F,"Fritsch, Hegmann and Mueller"
02-17-2000,21-Feb-2000,"Pune ; India","ferry | motorcycle | bicycle | caravan | train | tram | bus | boat",M,"Heaney - Robel and Witting"
05-25-1979,30-May-1979,"Alexandria ; Egypt","bus - walk - caravan - ferry",fem,"Heaney Inc"
08-30-2006,07-Sep-2006,"Lahore - Pakistan","walk | horse | subway | train | bus | taxi",F,Langosh-Franecki
09-12-1985,17-Sep-1985,"Alexandria | Egypt","ferry | airplane | motorcycle | caravan | walk | taxi | subway | boat",Masc,Blick-Bartell
06-22-1999,27-Jun-1999,"Bangkok ; Thailand","boat - horse - motorcycle - airplane - bicycle - bus - ferry",fem,Cruickshank-Franecki
08-21-1971,30-Aug-1971,"Lahore - Pakistan","taxi ; boat ; tram ; ferry ; train ; car ; caravan ; walk",F,Schmeler-Renner
04-13-2012,19-Apr-2012,"Casablanca - Morocco","walk ; boat ; bus ; train ; bicycle ; car ; ferry ; motorcycle",fem,Rogahn-Crist
08-04-1982,10-Aug-1982,"Hanoi ; Vietnam","ferry - boat - taxi - walk - car - bicycle - bus - caravan",masc,Champlin-Kemmer
06-30-1972,05-Jul-1972,"Hanoi | Vietnam","airplane | bus | boat | motorcycle | horse",F,"Cole Group"
03-04-2013,08-Mar-2013,"Yangon - Myanmar","taxi - bus - caravan - subway - motorcycle",Male,"Lubowitz, Prohaska and Reilly"
07-17-1996,23-Jul-1996,"Rio de Janeiro - Brazil","tram ; taxi ; horse ; train ; motorcycle ; caravan",Masc,"Goldner LLC"
04-29-2014,03-May-2014,"Pune ; India","tram ; taxi ; bicycle ; train ; bus ; subway",Female,"Schinner, Sauer and Powlowski"
02-27-1984,03-Mar-1984,"Casablanca | Morocco","motorcycle | bus | horse | taxi | boat | train | tram",masc,"Murray LLC"
01-06-2015,14-Jan-2015,"Mexico City ; Mexico","tram - ferry - motorcycle - taxi - walk - train - boat - bicycle",Fem,Grant-Hand
03-11-1971,19-Mar-1971,"Mumbai - India","car ; airplane ; train ; ferry ; boat ; horse",Fem,"Hayes, Bins and Considine"
01-17-1979,21-Jan-1979,"Pune - India","boat | subway | taxi | ferry",F,"Funk, Morar and Rodriguez"
02-18-2020,28-Feb-2020,"Dhaka - Bangladesh","horse ; car ; boat ; walk ; tram ; ferry ; airplane",masc,Langosh-Franecki
11-22-1990,28-Nov-1990,"Mexico City - Mexico","horse ; bus ; motorcycle ; walk ; taxi",Masc,Kerluke-Armstrong
01-28-2014,07-Feb-2014,"Mexico City - Mexico","horse - car - caravan - boat - train - subway - bus",Male,"Fritsch, Hegmann and Mueller"
08-24-2014,01-Sep-2014,"Beijing - China","train | taxi | caravan | motorcycle",masc,"Hayes, Bins and Considine"
09-23-1980,01-Oct-1980,"Mumbai ; India","motorcycle - boat - walk - airplane - train - subway - tram",Female,"Murray LLC"
11-26-1984,06-Dec-1984,"Chennai ; India","boat | airplane | caravan | subway",F,"Botsford Inc"
09-05-1999,14-Sep-1999,"Pune ; India","airplane ; bus ; car ; bicycle ; tram ; taxi",M,Quigley-Braun
04-13-1997,20-Apr-1997,"Bangkok ; Thailand","tram ; motorcycle ; taxi ; ferry",Fem,Rogahn-Crist
04-17-1994,22-Apr-1994,"Bangkok | Thailand","car ; ferry ; taxi ; walk ; subway",Fem,"Kulas LLC"
03-31-1978,06-Apr-1978,"Bangkok ; Thailand","ferry ; tram ; bus ; subway ; walk ; train ; horse ; motorcycle",masc,"Lubowitz, Prohaska and Reilly"
03-15-2018,25-Mar-2018,"Abidjan | Ivory Coast","car ; airplane ; ferry ; bus ; horse ; boat ; caravan",M,"Cremin Inc"
09-30-1975,06-Oct-1975,"London | United Kingdom","taxi | subway | motorcycle | airplane | bus | bicycle | tram",fem,"Heaney - Robel and Witting"
12-13-2003,19-Dec-2003,"Beijing ; China","car - bus - horse - boat - bicycle - caravan",Female,"Funk, Morar and Rodriguez"
05-27-2018,03-Jun-2018,"Dhaka | Bangladesh","taxi ; airplane ; train ; car ; tram ; horse ; bicycle ; subway",Fem,Rogahn-Crist
01-04-2013,09-Jan-2013,"Bangkok - Thailand","caravan | ferry | airplane | subway | motorcycle | tram | taxi",Female,Langosh-Franecki
12-04-1994,11-Dec-1994,"Ankara - Turkey","caravan ; walk ; car ; tram ; train ; subway ; airplane",fem,"Sporer Group"
08-01-1995,05-Aug-1995,"Hanoi ; Vietnam","horse | taxi | motorcycle | caravan | ferry",Male,"Bahringer LLC"
03-03-1982,10-Mar-1982,"Dhaka ; Bangladesh","bus ; bicycle ; motorcycle ; ferry ; car",F,"Schinner, Sauer and Powlowski"
11-06-1973,10-Nov-1973,"Beijing - China","boat | bus | car | subway | ferry | taxi",Male,"Hayes, Bins and Considine"
10-12-1998,16-Oct-1998,"Rio de Janeiro - Brazil","car | bus | ferry | airplane | taxi",M,Wolff-Cartwright
05-30-1976,04-Jun-1976,"Beijing ; China","ferry - tram - car - motorcycle - caravan",F,Champlin-Kemmer
09-15-1993,20-Sep-1993,"Lagos | Nigeria","subway ; car ; bicycle ; train ; motorcycle",masc,"Bahringer LLC"
12-06-2010,16-Dec-2010,"Alexandria - Egypt","motorcycle | taxi | tram | bus | walk | airplane | car | boat",F,"Sporer Group"
01-02-1986,10-Jan-1986,"Ankara ; Turkey","horse ; train ; bicycle ; tram ; bus ; car ; airplane ; walk",masc,"Murray LLC"
07-14-1991,19-Jul-1991,"Alexandria | Egypt","taxi - boat - caravan - ferry - horse - walk",Masc,"Schaden LLC"
04-18-2018,23-Apr-2018,"Beijing | China","bus - horse - subway - taxi",Fem,"Funk, Morar and Rodriguez"
04-18-1982,24-Apr-1982,"Beijing - China","car ; tram ; ferry ; bicycle ; train ; boat ; horse",Masc,"Heaney Inc"
12-11-2008,17-Dec-2008,"Dhaka - Bangladesh","bus ; train ; boat ; walk",M,"Ledner LLC"
09-20-2008,30-Sep-2008,"Alexandria ; Egypt","caravan | taxi | boat | tram",F,"Feil LLC"
06-25-2008,05-Jul-2008,"Beijing - China","tram - boat - car - bicycle",fem,"Heaney - Robel and Witting"
05-07-1995,14-May-1995,"Addis Ababa - Ethiopia","horse - train - car - walk",Female,"Sporer Group"
11-11-1991,18-Nov-1991,"Hanoi ; Vietnam","horse - train - bus - ferry - motorcycle - airplane - boat",F,Champlin-Kemmer
12-28-2020,06-Jan-2021,"Casablanca - Morocco","car ; train ; tram ; walk",M,"Funk, Morar and Rodriguez"
12-28-2004,07-Jan-2005,"Chennai ; India","caravan - horse - tram - train - bicycle - subway - walk",Female,Kerluke-Armstrong
04-29-1997,08-May-1997,"Mumbai - India","bus - taxi - boat - train - motorcycle",Masc,"Dare, Hoppe and Moore"
11-22-1993,29-Nov-1993,"Yangon - Myanmar","taxi ; bicycle ; horse ; walk ; ferry ; boat ; car",fem,"Heaney Inc"
12-28-2009,06-Jan-2010,"Pune ; India","boat ; bus ; train ; walk ; bicycle ; motorcycle",M,"Schaden LLC"
12-23-1975,30-Dec-1975,"London | United Kingdom","bicycle - ferry - subway - tram - walk - bus - caravan - motorcycle",fem,"Ledner LLC"
03-01-1987,07-Mar-1987,"Delhi - India","tram - motorcycle - subway - walk",M,Kerluke-Armstrong
12-15-2002,24-Dec-2002,"Mexico City ; Mexico","subway - boat - bus - horse - car - walk - train",Masc,"Feil LLC"
10-19-1982,29-Oct-1982,"Alexandria ; Egypt","train | caravan | boat | walk | bus | bicycle",F,"Murray LLC"
11-04-2021,10-Nov-2021,"Abidjan ; Ivory Coast","motorcycle - train - ferry - horse - bicycle - airplane - bus - subway",Masc,Rogahn-Crist
08-05-2018,14-Aug-2018,"Ankara ; Turkey","airplane ; subway ; walk ; bus ; car",F,"Hintz Group"
03-27-1985,03-Apr-1985,"Ankara ; Turkey","train - motorcycle - walk - ferry - caravan - tram - horse",Masc,"Funk, Morar and Rodriguez"
04-23-1970,29-Apr-1970,"Mumbai | India","walk | tram | taxi | bus",Male,"Goldner LLC"
12-09-1979,15-Dec-1979,"Chennai ; India","caravan - walk - airplane - car - boat",F,"Koelpin, Hoppe and Corwin"
09-06-2001,11-Sep-2001,"Lahore | Pakistan","boat ; tram ; car ; caravan ; ferry ; motorcycle ; bus",M,"Kulas LLC"
02-20-1987,25-Feb-1987,"Ankara ; Turkey","tram ; train ; ferry ; airplane ; walk",Masc,Wolff-Cartwright
04-28-2008,04-May-2008,"Abidjan ; Ivory Coast","train | horse | subway | walk | ferry",Fem,"Nienow LLC"
11-28-2008,06-Dec-2008,"Durban - South Africa","boat - ferry - airplane - car - motorcycle - walk - taxi",F,Blick-Bartell
05-12-1981,18-May-1981,"Mexico City - Mexico","ferry | motorcycle | horse | bus | caravan | airplane | train",F,White-Stroman
05-09-1999,16-May-1999,"Yangon | Myanmar","tram - subway - car - walk - taxi - train - boat - airplane",Female,"Bahringer LLC"
10-02-2019,12-Oct-2019,"Addis Ababa - Ethiopia","airplane - train - motorcycle - walk - horse",Fem,Blick-Bartell
09-19-1977,24-Sep-1977,"London | United Kingdom","bicycle - tram - bus - horse - train - caravan",Masc,Rogahn-Crist
06-04-1987,08-Jun-1987,"Addis Ababa - Ethiopia","boat - bus - bicycle - airplane - train - ferry - horse",masc,Grant-Hand
02-07-2017,12-Feb-2017,"Pune | India","horse | boat | airplane | train | subway",Female,"Schinner, Sauer and Powlowski"
12-18-1984,27-Dec-1984,"Lagos | Nigeria","bicycle - motorcycle - airplane - caravan - tram - car - horse",Fem,"Hayes, Bins and Considine"
11-03-1982,11-Nov-1982,"Rio de Janeiro ; Brazil","boat | subway | airplane | motorcycle | taxi",Female,White-Stroman
10-03-2004,08-Oct-2004,"London - United Kingdom","horse ; bicycle ; caravan ; ferry",Masc,"Bahringer LLC"
04-03-1984,13-Apr-1984,"Delhi ; India","taxi ; airplane ; bus ; car ; subway ; boat ; ferry",Fem,"Heaney - Robel and Witting"
06-07-1982,11-Jun-1982,"Dhaka | Bangladesh","caravan ; taxi ; airplane ; tram ; horse ; bicycle ; walk ; train",M,"Schaden LLC"
10-10-2007,18-Oct-2007,"Ankara ; Turkey","airplane ; motorcycle ; tram ; subway ; horse ; train",Male,"Bahringer LLC"
09-15-2020,20-Sep-2020,"Dhaka | Bangladesh","subway | taxi | tram | airplane | caravan",Fem,"Kulas LLC"
03-27-1995,06-Apr-1995,"Rio de Janeiro ; Brazil","car - tram - caravan - subway - bus - airplane - ferry",M,Feest-Bode
06-11-2006,21-Jun-2006,"Delhi ; India","train - tram - car - horse - bicycle - bus - ferry - subway",Female,"Medhurst, Streich and Schamberger"
04-14-2011,22-Apr-2011,"Hanoi ; Vietnam","caravan | horse | ferry | boat | bicycle | airplane",masc,Kerluke-Armstrong
06-14-1987,21-Jun-1987,"Lagos | Nigeria","boat ; horse ; bicycle ; subway ; airplane ; bus ; walk",Fem,"Kulas LLC"
08-16-1981,26-Aug-1981,"Abidjan | Ivory Coast","subway - walk - boat - airplane - bicycle - car",M,"Heaney - Robel and Witting"
10-08-1999,17-Oct-1999,"London - United Kingdom","caravan | taxi | tram | bus | bicycle | walk",F,Feest-Bode
05-26-2001,04-Jun-2001,"Delhi | India","bus - train - caravan - airplane - ferry",Fem,"Goldner LLC"
11-07-2010,11-Nov-2010,"Bangkok | Thailand","caravan - boat - train - subway - bicycle - bus - motorcycle",Fem,"Bahringer LLC"
12-05-1984,14-Dec-1984,"Durban | South Africa","bus - train - horse - airplane - car - tram - ferry - walk",F,"Hintz Group"
09-01-2000,10-Sep-2000,"Delhi ; India","tram | taxi | walk | horse",fem,"Medhurst, Streich and Schamberger"
11-07-2011,16-Nov-2011,"Rio de Janeiro ; Brazil","airplane - bus - car - tram - bicycle - taxi",fem,Blick-Bartell
11-30-2010,10-Dec-2010,"Lagos ; Nigeria","taxi - ferry - walk - bus - airplane - subway - tram",masc,"Dare, Hoppe and Moore"
10-08-1972,15-Oct-1972,"Addis Ababa - Ethiopia","car - airplane - walk - caravan - bus - tram - bicycle - taxi",F,"Hayes, Bins and Considine"
06-08-2003,15-Jun-2003,"London | United Kingdom","motorcycle | subway | bus | horse | tram | boat | airplane | taxi",Male,"Rempel and Sons"
07-19-2012,26-Jul-2012,"Delhi - India","subway | bus | caravan | taxi | motorcycle | boat | tram",masc,"Funk, Morar and Rodriguez"
03-24-2016,28-Mar-2016,"Alexandria ; Egypt","boat | motorcycle | ferry | bus | bicycle | taxi | caravan",Male,"Cremin Inc"
02-10-1977,17-Feb-1977,"Lahore | Pakistan","ferry - taxi - bus - motorcycle - train - subway - car - airplane",F,Wolff-Cartwright
02-28-2008,05-Mar-2008,"London | United Kingdom","car - walk - boat - motorcycle - train - caravan - bicycle",Fem,Cruickshank-Franecki
06-09-2008,19-Jun-2008,"Addis Ababa | Ethiopia","walk - tram - horse - taxi",Female,"Lubowitz, Prohaska and Reilly"
02-24-2002,06-Mar-2002,"Johannesburg | South Africa","subway ; boat ; bicycle ; bus ; airplane ; ferry",fem,"Goldner LLC"
09-22-2009,26-Sep-2009,"Pune - India","caravan - subway - train - airplane - taxi - car",Female,Wolff-Cartwright
07-30-1980,04-Aug-1980,"Durban - South Africa","boat | ferry | tram | subway | motorcycle",M,"Heaney - Robel and Witting"
01-23-1999,31-Jan-1999,"Abidjan - Ivory Coast","bicycle ; walk ; train ; boat ; airplane ; motorcycle",M,Blick-Bartell
04-26-2018,05-May-2018,"Delhi | India","tram | bus | airplane | motorcycle",Female,"Hodkiewicz, Luettgen and Stoltenberg"
01-17-2018,27-Jan-2018,"Johannesburg ; South Africa","walk ; taxi ; horse ; car ; bicycle",Fem,"Fritsch, Hegmann and Mueller"
01-22-1970,29-Jan-1970,"Lagos - Nigeria","horse | boat | walk | taxi",Female,"Fritsch, Hegmann and Mueller"
01-23-2020,01-Feb-2020,"Johannesburg - South Africa","caravan ; tram ; train ; horse ; bus ; walk ; subway ; motorcycle",masc,"Cole Group"
02-21-1990,27-Feb-1990,"Casablanca ; Morocco","train | subway | boat | tram | car | bicycle",fem,"Fritsch, Hegmann and Mueller"
10-30-1982,09-Nov-1982,"Alexandria - Egypt","walk - motorcycle - bicycle - train - subway - horse - ferry - airplane",Male,"Kassulke, Rath and Upton"
01-18-1977,28-Jan-1977,"Casablanca | Morocco","boat | car | ferry | walk | tram | subway",masc,"Kassulke, Rath and Upton"
12-03-1992,12-Dec-1992,"Casablanca - Morocco","train ; horse ; airplane ; ferry ; bus ; bicycle ; tram ; boat",fem,"Bahringer LLC"
09-22-1974,27-Sep-1974,"Bangkok - Thailand","caravan ; boat ; tram ; horse ; taxi ; bicycle ; train",F,Grant-Hand
06-13-1995,23-Jun-1995,"Lagos - Nigeria","airplane ; train ; taxi ; ferry ; car ; boat ; subway ; horse",Male,"Fritsch, Hegmann and Mueller"
03-18-2001,28-Mar-2001,"Mumbai ; India","taxi ; walk ; caravan ; horse ; ferry ; car ; boat",Masc,Cruickshank-Franecki
10-08-1991,17-Oct-1991,"Bangkok | Thailand","subway ; horse ; ferry ; airplane ; car",F,Feest-Bode
02-28-1987,05-Mar-1987,"Chennai ; India","airplane - ferry - train - walk - subway - motorcycle",Fem,"Ledner LLC"
10-23-2014,28-Oct-2014,"Chennai | India","boat | taxi | caravan | tram | bicycle | horse | airplane | motorcycle",M,"Schinner, Sauer and Powlowski"
11-17-1992,27-Nov-1992,"Chennai - India","walk ; taxi ; train ; motorcycle",fem,"Hintz Group"
09-09-2009,18-Sep-2009,"Mumbai - India","motorcycle - ferry - bicycle - bus - horse",Male,"Hayes, Bins and Considine"
02-23-1983,27-Feb-1983,"Rio de Janeiro ; Brazil","bicycle | car | bus | train",Masc,"Ledner LLC"
11-10-1971,20-Nov-1971,"Mexico City ; Mexico","airplane | bicycle | taxi | tram | walk | car",F,Rogahn-Crist
09-14-2007,23-Sep-2007,"Beijing ; China","train ; bicycle ; caravan ; ferry ; boat",M,"Lubowitz, Prohaska and Reilly"
03-10-1977,16-Mar-1977,"Chennai - India","bus - motorcycle - bicycle - airplane - tram - walk - car",masc,Quigley-Braun
10-23-1990,31-Oct-1990,"Hanoi ; Vietnam","walk ; subway ; bus ; car ; ferry ; tram",Female,"Schaden LLC"
05-17-2012,23-May-2012,"Beijing ; China","tram - horse - subway - car",Female,White-Stroman
07-07-1979,16-Jul-1979,"Addis Ababa ; Ethiopia","horse ; boat ; taxi ; train ; bus ; motorcycle",Masc,"Fritsch, Hegmann and Mueller"
04-27-1981,02-May-1981,"Delhi | India","airplane | bicycle | horse | boat | car | subway | ferry",Fem,"Schaden LLC"
04-06-1973,15-Apr-1973,"Bangkok ; Thailand","boat | train | motorcycle | walk",Male,"Kulas LLC"
09-05-1980,10-Sep-1980,"Johannesburg - South Africa","ferry - boat - bicycle - car - airplane - bus - train - taxi",M,Kerluke-Armstrong
08-05-1998,12-Aug-1998,"Mexico City | Mexico","boat ; car ; airplane ; tram ; ferry ; horse ; train",Masc,"Hayes, Bins and Considine"
04-09-1987,15-Apr-1987,"Beijing ; China","subway ; boat ; walk ; caravan",Male,Wolff-Cartwright
06-16-1985,24-Jun-1985,"Beijing - China","horse ; bus ; car ; caravan ; tram",Masc,Wolff-Cartwright
11-03-1983,07-Nov-1983,"Lagos - Nigeria","caravan | ferry | motorcycle | taxi | boat | train | bicycle | car",Fem,"Nienow LLC"
05-30-1974,04-Jun-1974,"Addis Ababa | Ethiopia","tram - horse - caravan - train - walk",Female,"Hayes, Bins and Considine"
02-22-2014,27-Feb-2014,"Johannesburg ; South Africa","tram ; airplane ; bicycle ; horse ; boat",M,"Heaney Inc"
01-06-2004,14-Jan-2004,"Bangkok ; Thailand","walk - boat - bicycle - taxi - train",Fem,"Heaney Inc"
03-05-1976,10-Mar-1976,"Pune | India","train - horse - taxi - airplane",Female,"Cremin Inc"
11-03-1996,11-Nov-1996,"Casablanca - Morocco","boat | bicycle | motorcycle | car",M,"Altenwerth and Sons"
